Status,Move,Partner,Invoice Date,Due Date,Product Category,Product,Product Quantity,Unit Price,Untaxed Amount in Currency,Tax,Total in Currency
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034025] 6801 016 FG DIAMOND COARSE,42.00,11.00,462.00,0.00,462.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034249] 6850 014 FG DIAMOND COARSE,174.00,21.00,"3,654.00",0.00,"3,654.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034270] 6855 012 FG DIAMOND COARSE,30.00,15.00,450.00,0.00,450.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034328] 6862 012 FG DIAMOND COARSE,42.00,20.00,840.00,0.00,840.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035040] 8801 023 FG DIAMOND FINE,26.00,13.00,338.00,0.00,338.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035578] 379EF 018 FG DIAMOND EXTRA-FINE,74.00,13.00,962.00,0.00,962.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035580] 379EF 023 FG DIAMOND EXTRA-FINE,72.00,18.00,"1,296.00",0.00,"1,296.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034021] 6801 012 FG DIAMOND COARSE,78.00,11.00,858.00,0.00,858.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035197] 8845KR 018 FG DIAMOND FINE,6.00,11.00,66.00,0.00,66.00
Invoiced,INV/D/2026/00252 (S02424),cash sales,2026-02-12,2026-02-12,KERR Items,[61769] LIFE REG. STD PKG.,1.00,85.00,85.00,0.00,85.00
Invoiced,INV/D/2026/00252 (S02424),cash sales,2026-02-12,2026-02-12,KERR Items,[33076 TK] HERCULITE CLASSIC KIT TK,1.00,350.00,350.00,0.00,350.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035280] 8852 012 FG DIAMOND FINE,46.00,14.00,644.00,0.00,644.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035310] 8856 012 FG DIAMOND FINE,4.00,20.00,80.00,0.00,80.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046156] 9668 030 RA COMP POL MEDIUM,24.00,6.00,144.00,0.00,144.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046365] 9821 140 RA CERA POL DIA F,8.00,41.00,328.00,0.00,328.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035256] 8850 023 HP DIAMOND FINE,20.00,30.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Zirmant,[034276] 6855Z 014 FG ZIRAMANT CROWNCUTTER,16.00,24.00,384.00,0.00,384.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[021368] 34 010 FG CROWN CUTTER CARBIDE,36.00,23.00,828.00,0.00,828.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030831] 909 040 FG DIAMOND,46.00,30.00,"1,380.00",0.00,"1,380.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[021115] 32HG 012 FG AMALGAM REMOVER CARB,4.00,24.00,96.00,0.00,96.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[033104] MI 806 014 FG MICRO PREP DIAMOND,24.00,18.00,432.00,0.00,432.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030871] 916 220 HP DIAMOND,6.00,60.00,360.00,0.00,360.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030091] 801 010 FG DIAMOND,12.00,11.00,132.00,0.00,132.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032030] CD 09 012 FG COOL-DIAMANT,6.00,15.00,90.00,0.00,90.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020433] 7 010 FG PEAR CARBIDE,24.00,12.00,288.00,0.00,288.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020434] 7 012 FG PEAR CARBIDE,30.00,14.00,420.00,0.00,420.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034015] 6368 023 FG DIAMOND COARSE,6.00,19.00,114.00,0.00,114.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034029] 6801 021 FG DIAMOND COARSE,48.00,11.00,528.00,0.00,528.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023500] 1SX 021 RA ROUND SX-CUT CARBIDE,12.00,16.00,192.00,0.00,192.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035804] 859EF 010 FG DIAMOND EXTRA-FINE,30.00,21.00,630.00,0.00,630.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030550] 847KREF 016 FG DIAMOND EXTRA-FIN,70.00,19.00,"1,330.00",0.00,"1,330.00"
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035539] 8889 009 FG DIAMOND FINE,2.00,19.00,38.00,0.00,38.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035420] 8863GK 012 FG DIAMOND FINE,14.00,42.00,588.00,0.00,588.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035350] 8859 018 FG DIAMOND FINE,14.00,23.00,322.00,0.00,322.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035280] 8852 012 FG DIAMOND FINE,6.00,15.00,90.00,0.00,90.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035260] 8850 014 FG DIAMOND FINE,6.00,23.00,138.00,0.00,138.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035258] 8850 012 FG DIAMOND FINE,16.00,23.00,368.00,0.00,368.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035214] 8847KR 014 FG DIAMOND FINE,30.00,20.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035158] 8837LKR 012 FG DIAMOND FINE,30.00,22.00,660.00,0.00,660.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035145] 8836KR 012 FG DIAMOND FINE,16.00,15.00,240.00,0.00,240.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035030] 8801 018 FG DIAMOND FINE,36.00,11.00,396.00,0.00,396.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030671] 860 012 FG DIAMOND,18.00,14.00,252.00,0.00,252.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030646] 859 018 FG DIAMOND,12.00,22.00,264.00,0.00,264.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[036107] 831R 014 FG DIAMOND,6.00,11.00,66.00,0.00,66.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030131] 805 012 HP DIAMOND,2.00,13.00,26.00,0.00,26.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030106] 801 018 FG DIAMOND,36.00,11.00,396.00,0.00,396.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030086] 801 009 FG DIAMOND,48.00,11.00,528.00,0.00,528.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034308] 6859 014 FG DIAMOND COARSE,114.00,23.00,"2,622.00",0.00,"2,622.00"
Invoiced,INV/D/2026/00249 (S02912),Safwat Al-Mahidib Dental Co ???? ??????? ??????? ??????,2026-02-12,2026-02-12,Astra Dentsply / Fixture,[68011091] PrimeTaper EV Ø (S) x 9mm OsseoSpeed,4.00,440.00,"1,760.00",0.00,"1,760.00"
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034253] 6852 012 FG DIAMOND COARSE,18.00,17.00,306.00,0.00,306.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034159] 6837 012 FG DIAMOND COARSE,18.00,20.00,360.00,0.00,360.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034145] 6836 012 FG DIAMOND COARSE,78.00,15.00,"1,170.00",0.00,"1,170.00"
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034135] 6835 012 FG DIAMOND COARSE,24.00,11.00,264.00,0.00,264.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034110] 6831 014 FG DIAMOND COARSE,18.00,11.00,198.00,0.00,198.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034099] 6830 010 FG DIAMOND COARSE,42.00,11.00,462.00,0.00,462.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034060] 6805 012 FG DIAMOND COARSE,30.00,11.00,330.00,0.00,330.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034019] 6801 010 FG DIAMOND COARSE,24.00,11.00,264.00,0.00,264.00
Invoiced,INV/D/2026/00249 (S02912),Safwat Al-Mahidib Dental Co ???? ??????? ??????? ??????,2026-02-12,2026-02-12,IPD / Custom Ti-Base / Abutment,"[IPD/EB-DN-03] Healing abutment Ø 3,6 H 3.5 Astra®",4.00,85.00,340.00,0.00,340.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034015] 6368 023 FG DIAMOND COARSE,18.00,19.00,342.00,0.00,342.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[021804] 429X 031 HP CUTTER X-CUT CARBIDE,6.00,59.00,354.00,0.00,354.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035554] 368EF 023 FG DIAMOND EXTRA-FINE,58.00,19.00,"1,102.00",0.00,"1,102.00"
Invoiced,INV/D/2026/00255 (PO# 10829 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046156] 9668 030 RA COMP POL MEDIUM,6.00,7.00,42.00,0.00,42.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020393] 2 010 FG INV CONE CARBIDE,6.00,13.00,78.00,0.00,78.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023546] 1SXM 010 RA ROUND SXM-CUT CARBIDE,48.00,20.00,960.00,0.00,960.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023491] 1SX 023 RA-L ROUND SX-CUT CARBIDE,4.00,26.00,104.00,0.00,104.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023465] 1S 021 RA ROUND CARBIDE,6.00,15.00,90.00,0.00,90.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020253] 1 016 FG ROUND CARBIDE,42.00,13.00,546.00,0.00,546.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[021998] M 433X 016 HST MIDIS HM,6.00,45.00,270.00,0.00,270.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032335] CD 55G 016 FG COOL-DIAMANT COARSE,24.00,33.00,792.00,0.00,792.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032333] CD 55G 014 FG COOL-DIAMANT COARSE,18.00,33.00,594.00,0.00,594.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046562] 9962 110 HP CERA POL DIA GREEN F,5.00,39.00,195.00,0.00,195.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046356] 9809 040 RA CERA POL DIA M,2.00,30.00,60.00,0.00,60.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046156] 9668 030 RA COMP POL MEDIUM,12.00,7.00,84.00,0.00,84.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046066] 9624 100 HP POL KHAKI FINE,12.00,10.00,120.00,0.00,120.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046058] 9622 055 HP POL KHAKI FINE,12.00,10.00,120.00,0.00,120.00
Invoiced,INV/D/2026/00266 (PO# 12422 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[045560] 9590G 100 SOFT DISC POL RED COARS,200.00,2.00,400.00,0.00,400.00
Invoiced,"INV/D/2026/00265 (PO# 12218, busch burs request)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046565] 9963 260 HP CERA POL DIA GREEN F,4.00,158.00,632.00,0.00,632.00
Invoiced,"INV/D/2026/00265 (PO# 12218, busch burs request)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034021] 6801 012 FG DIAMOND COARSE,18.00,11.00,198.00,0.00,198.00
Invoiced,"INV/D/2026/00265 (PO# 12218, busch burs request)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035398] 8863 016 HP DIAMOND FINE,6.00,25.00,150.00,0.00,150.00
Invoiced,"INV/D/2026/00265 (PO# 12218, busch burs request)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035359] 8860 012 HP DIAMOND FINE,6.00,13.00,78.00,0.00,78.00
Invoiced,INV/D/2026/00264 (PO# 12205 busch burs request),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[041757] 661 030 FG ARKANSAS,12.00,12.00,144.00,0.00,144.00
Invoiced,"INV/D/2026/00263 (PO# 11695 ,BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030623] 856 012 FG DIAMOND,6.00,30.00,180.00,0.00,180.00
Invoiced,"INV/D/2026/00263 (PO# 11695 ,BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[022260] 334UF 014 FG FIN ULTRA-FINE CARB,6.00,80.00,480.00,0.00,480.00
Invoiced,INV/D/2026/00262 (PO# 11525 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023495] 1SX 010 RA ROUND SX-CUT CARBIDE,6.00,19.00,114.00,0.00,114.00
Invoiced,INV/D/2026/00262 (PO# 11525 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023497] 1SX 014 RA ROUND SX-CUT CARBIDE,18.00,19.00,342.00,0.00,342.00
Invoiced,INV/D/2026/00262 (PO# 11525 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046284] 9731SIC 040 RA SIC BRUSH MEDI,30.00,21.00,630.00,0.00,630.00
Invoiced,INV/D/2026/00262 (PO# 11525 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046094] 9626 120 HP POL ANTHRAZ M,18.00,11.00,198.00,0.00,198.00
